REGIONAL,ANO,MES,QUANTIDADE DE CHAMADOS,SLA DENTRO DO PRAZO,SLA FORA DO PRAZO,PORCENTAGEM SLA DENTRO DO PRAZO,PORCENTAGEM SLA FORA DO PRAZO
Salvador,2017,2,8193,6964,1229,85.0,15.0
Salvador,2017,3,14839,9860,4979,66.45,33.55
Salvador,2017,4,11015,7393,3622,67.12,32.88
Salvador,2017,5,12477,8751,3726,70.14,29.86
Salvador,2017,6,14039,9993,4046,71.18,28.82
Salvador,2017,7,14767,10697,4070,72.44,27.56
Salvador,2017,8,16500,12919,3581,78.3,21.7
Salvador,2017,9,12355,10294,2061,83.32,16.68
Salvador,2017,10,12586,10808,1778,85.87,14.13
Salvador,2017,11,10594,9612,982,90.73,9.27
Salvador,2017,12,9631,8612,1019,89.42,10.58
Salvador,2018,1,10992,9435,1557,85.84,14.16
Salvador,2018,2,12080,9163,2917,75.85,24.15
Salvador,2018,3,10538,9116,1422,86.51,13.49
Salvador,2018,4,8997,7673,1324,85.28,14.72
Salvador,2018,5,9609,7711,1898,80.25,19.75
Salvador,2018,6,7952,6989,963,87.89,12.11
Salvador,2018,7,8858,7727,1131,87.23,12.77
Salvador,2018,8,8576,7768,808,90.58,9.42
Salvador,2018,9,8119,7217,902,88.89,11.11
Salvador,2018,10,9935,8290,1645,83.44,16.56
Salvador,2018,11,8302,7302,1000,87.95,12.05
Salvador,2018,12,7851,6508,1343,82.89,17.11
Salvador,2019,1,8378,7424,954,88.61,11.39
Salvador,2019,2,7686,6938,748,90.27,9.73
Salvador,2019,3,7407,6462,945,87.24,12.76
Salvador,2019,4,7226,6527,699,90.33,9.67
Salvador,2019,5,6568,5923,645,90.18,9.82
Salvador,2019,6,5430,4849,581,89.3,10.7
Salvador,2019,7,7176,6169,1007,85.97,14.03
Salvador,2019,8,6480,5981,499,92.3,7.7
Salvador,2019,9,6126,5676,450,92.65,7.35
Salvador,2019,10,6746,6111,635,90.59,9.41
Salvador,2019,11,1,0,1,0.0,100.0
Salvador,2019,12,0,0,0,0.0,0.0
São Bernardo do Campo,2015,1,1268,1249,19,98.5,1.5
São Bernardo do Campo,2015,2,542,542,0,100.0,0.0
São Bernardo do Campo,2015,3,547,544,3,99.45,0.55
São Bernardo do Campo,2015,4,2583,2564,19,99.26,0.74
São Bernardo do Campo,2015,5,5358,4978,380,92.91,7.09
São Bernardo do Campo,2015,6,7950,6488,1462,81.61,18.39
São Bernardo do Campo,2015,7,7394,6938,456,93.83,6.17
São Bernardo do Campo,2015,8,7598,7257,341,95.51,4.49
São Bernardo do Campo,2015,9,10104,8818,1286,87.27,12.73
São Bernardo do Campo,2015,10,8862,8629,233,97.37,2.63
São Bernardo do Campo,2015,11,8204,7578,626,92.37,7.63
São Bernardo do Campo,2015,12,7917,6814,1103,86.07,13.93
São Bernardo do Campo,2016,1,8348,7712,636,92.38,7.62
São Bernardo do Campo,2016,2,8294,7578,716,91.37,8.63
São Bernardo do Campo,2016,3,11958,9787,2171,81.84,18.16
São Bernardo do Campo,2016,4,11248,8539,2709,75.92,24.08
São Bernardo do Campo,2016,5,10182,8612,1570,84.58,15.42
São Bernardo do Campo,2016,6,9397,8101,1296,86.21,13.79
São Bernardo do Campo,2016,7,11124,8193,2931,73.65,26.35
São Bernardo do Campo,2016,8,14274,11662,2612,81.7,18.3
São Bernardo do Campo,2016,9,13626,11036,2590,80.99,19.01
São Bernardo do Campo,2016,10,12038,8743,3295,72.63,27.37
São Bernardo do Campo,2016,11,9396,7851,1545,83.56,16.44
São Bernardo do Campo,2016,12,7994,6278,1716,78.53,21.47
São Bernardo do Campo,2017,1,13895,7988,5907,57.49,42.51
São Bernardo do Campo,2017,2,7656,6324,1332,82.6,17.4
São Bernardo do Campo,2017,3,12748,7620,5128,59.77,40.23
São Bernardo do Campo,2017,4,9823,6849,2974,69.72,30.28
São Bernardo do Campo,2017,5,9475,7779,1696,82.1,17.9
São Bernardo do Campo,2017,6,9901,9099,802,91.9,8.1
São Bernardo do Campo,2017,7,13130,9342,3788,71.15,28.85
São Bernardo do Campo,2017,8,11385,10163,1222,89.27,10.73
São Bernardo do Campo,2017,9,11153,9206,1947,82.54,17.46
São Bernardo do Campo,2017,10,10751,9119,1632,84.82,15.18
São Bernardo do Campo,2017,11,8491,7997,494,94.18,5.82
São Bernardo do Campo,2017,12,8509,7462,1047,87.7,12.3
São Bernardo do Campo,2018,1,8913,7763,1150,87.1,12.9
São Bernardo do Campo,2018,2,7087,6237,850,88.01,11.99
São Bernardo do Campo,2018,3,8191,7089,1102,86.55,13.45
São Bernardo do Campo,2018,4,7193,6086,1107,84.61,15.39
São Bernardo do Campo,2018,5,6188,5634,554,91.05,8.95
São Bernardo do Campo,2018,6,6000,5369,631,89.48,10.52
São Bernardo do Campo,2018,7,7904,6357,1547,80.43,19.57
São Bernardo do Campo,2018,8,8136,6420,1716,78.91,21.09
São Bernardo do Campo,2018,9,7576,6097,1479,80.48,19.52
São Bernardo do Campo,2018,10,5261,4169,1092,79.24,20.76
São Bernardo do Campo,2018,11,4873,4442,431,91.16,8.84
São Bernardo do Campo,2018,12,3956,3396,560,85.84,14.16
São Bernardo do Campo,2019,1,4393,3893,500,88.62,11.38
São Bernardo do Campo,2019,2,3839,3476,363,90.54,9.46
São Bernardo do Campo,2019,3,3862,3363,499,87.08,12.92
São Bernardo do Campo,2019,4,3804,3442,362,90.48,9.52
São Bernardo do Campo,2019,5,3559,3241,318,91.06,8.94
São Bernardo do Campo,2019,6,3060,2731,329,89.25,10.75
São Bernardo do Campo,2019,7,3610,3086,524,85.48,14.52
São Bernardo do Campo,2019,8,3184,2884,300,90.58,9.42
São Bernardo do Campo,2019,9,3269,2953,316,90.33,9.67
São Bernardo do Campo,2019,10,3514,3199,315,91.04,8.96
São Bernardo do Campo,2019,11,0,0,0,0.0,0.0
São Bernardo do Campo,2019,12,0,0,0,0.0,0.0
São José dos Campos,2015,1,560,547,13,97.68,2.32
São José dos Campos,2015,2,157,157,0,100.0,0.0
São José dos Campos,2015,3,115,114,1,99.13,0.87
São José dos Campos,2015,4,740,726,14,98.11,1.89
São José dos Campos,2015,5,1957,1803,154,92.13,7.87
São José dos Campos,2015,6,2908,2301,607,79.13,20.87
São José dos Campos,2015,7,2764,2628,136,95.08,4.92
São José dos Campos,2015,8,2481,2380,101,95.93,4.07
São José dos Campos,2015,9,3334,2789,545,83.65,16.35
São José dos Campos,2015,10,3044,2963,81,97.34,2.66
São José dos Campos,2015,11,3028,2831,197,93.49,6.51
São José dos Campos,2015,12,3025,2529,496,83.6,16.4
São José dos Campos,2016,1,2947,2791,156,94.71,5.29
São José dos Campos,2016,2,2752,2613,139,94.95,5.05
São José dos Campos,2016,3,4123,3502,621,84.94,15.06
São José dos Campos,2016,4,3638,2813,825,77.32,22.68
São José dos Campos,2016,5,3221,2837,384,88.08,11.92
São José dos Campos,2016,6,3381,2981,400,88.17,11.83
São José dos Campos,2016,7,3767,2969,798,78.82,21.18
São José dos Campos,2016,8,4501,3760,741,83.54,16.46
São José dos Campos,2016,9,4541,3774,767,83.11,16.89
São José dos Campos,2016,10,4609,3541,1068,76.83,23.17
São José dos Campos,2016,11,2699,2208,491,81.81,18.19
São José dos Campos,2016,12,2746,2283,463,83.14,16.86
São José dos Campos,2017,1,5315,3569,1746,67.15,32.85
São José dos Campos,2017,2,2736,2468,268,90.2,9.8
São José dos Campos,2017,3,5141,3659,1482,71.17,28.83
São José dos Campos,2017,4,3708,2759,949,74.41,25.59
São José dos Campos,2017,5,4215,3542,673,84.03,15.97
São José dos Campos,2017,6,4366,4102,264,93.95,6.05
São José dos Campos,2017,7,6073,5031,1042,82.84,17.16
São José dos Campos,2017,8,5594,5027,567,89.86,10.14
São José dos Campos,2017,9,4846,3901,945,80.5,19.5
São José dos Campos,2017,10,4534,3973,561,87.63,12.37
São José dos Campos,2017,11,3982,3667,315,92.09,7.91
São José dos Campos,2017,12,3686,3262,424,88.5,11.5
São José dos Campos,2018,1,4143,3627,516,87.55,12.45
São José dos Campos,2018,2,3260,2595,665,79.6,20.4
São José dos Campos,2018,3,3405,3049,356,89.54,10.46
São José dos Campos,2018,4,3014,2599,415,86.23,13.77
São José dos Campos,2018,5,2625,2326,299,88.61,11.39
São José dos Campos,2018,6,2661,2375,286,89.25,10.75
São José dos Campos,2018,7,3026,2637,389,87.14,12.86
São José dos Campos,2018,8,2675,2388,287,89.27,10.73
São José dos Campos,2018,9,2524,2241,283,88.79,11.21
São José dos Campos,2018,10,3171,2755,416,86.88,13.12
São José dos Campos,2018,11,3227,2869,358,88.91,11.09
São José dos Campos,2018,12,2554,2123,431,83.12,16.88
São José dos Campos,2019,1,2960,2480,480,83.78,16.22
São José dos Campos,2019,2,2571,2187,384,85.06,14.94
São José dos Campos,2019,3,2417,2031,386,84.03,15.97
São José dos Campos,2019,4,2726,2434,292,89.29,10.71
São José dos Campos,2019,5,2362,2084,278,88.23,11.77
São José dos Campos,2019,6,2050,1780,270,86.83,13.17
São José dos Campos,2019,7,2460,2028,432,82.44,17.56
São José dos Campos,2019,8,2229,1993,236,89.41,10.59
São José dos Campos,2019,9,2042,1864,178,91.28,8.72
São José dos Campos,2019,10,2323,2046,277,88.08,11.92
São José dos Campos,2019,11,0,0,0,0.0,0.0
São José dos Campos,2019,12,0,0,0,0.0,0.0
Sorocaba,2015,1,893,881,12,98.66,1.34
Sorocaba,2015,2,261,260,1,99.62,0.38
Sorocaba,2015,3,177,176,1,99.44,0.56
Sorocaba,2015,4,1153,1138,15,98.7,1.3
Sorocaba,2015,5,1743,1516,227,86.98,13.02
Sorocaba,2015,6,2869,2029,840,70.72,29.28
Sorocaba,2015,7,2527,2289,238,90.58,9.42
Sorocaba,2015,8,2358,2199,159,93.26,6.74
Sorocaba,2015,9,3309,2553,756,77.15,22.85
Sorocaba,2015,10,2269,2174,95,95.81,4.19
Sorocaba,2015,11,2685,2391,294,89.05,10.95
Sorocaba,2015,12,3161,2519,642,79.69,20.31
Sorocaba,2016,1,2700,2383,317,88.26,11.74
Sorocaba,2016,2,2542,2296,246,90.32,9.68
Sorocaba,2016,3,3734,2811,923,75.28,24.72
Sorocaba,2016,4,3326,2230,1096,67.05,32.95
Sorocaba,2016,5,3292,2444,848,74.24,25.76
Sorocaba,2016,6,3296,2650,646,80.4,19.6
Sorocaba,2016,7,4537,2914,1623,64.23,35.77
Sorocaba,2016,8,4570,3343,1227,73.15,26.85
Sorocaba,2016,9,4642,3176,1466,68.42,31.58
Sorocaba,2016,10,4465,3260,1205,73.01,26.99
Sorocaba,2016,11,2319,1789,530,77.15,22.85
Sorocaba,2016,12,2538,2054,484,80.93,19.07
Sorocaba,2017,1,4839,2635,2204,54.45,45.55
Sorocaba,2017,2,2446,1996,450,81.6,18.4
Sorocaba,2017,3,4866,2895,1971,59.49,40.51
Sorocaba,2017,4,3624,2427,1197,66.97,33.03
Sorocaba,2017,5,4151,3179,972,76.58,23.42
Sorocaba,2017,6,3914,3463,451,88.48,11.52
Sorocaba,2017,7,4963,3401,1562,68.53,31.47
Sorocaba,2017,8,4331,3609,722,83.33,16.67
Sorocaba,2017,9,4067,3472,595,85.37,14.63
Sorocaba,2017,10,3952,3333,619,84.34,15.66
Sorocaba,2017,11,3494,3161,333,90.47,9.53
Sorocaba,2017,12,3403,2839,564,83.43,16.57
Sorocaba,2018,1,3622,3084,538,85.15,14.85
Sorocaba,2018,2,2933,2368,565,80.74,19.26
Sorocaba,2018,3,3319,2898,421,87.32,12.68
Sorocaba,2018,4,2986,2469,517,82.69,17.31
Sorocaba,2018,5,2578,2351,227,91.19,8.81
Sorocaba,2018,6,2429,2210,219,90.98,9.02
Sorocaba,2018,7,3045,2668,377,87.62,12.38
Sorocaba,2018,8,2886,2528,358,87.6,12.4
Sorocaba,2018,9,2771,2466,305,88.99,11.01
Sorocaba,2018,10,3347,2891,456,86.38,13.62
Sorocaba,2018,11,3059,2742,317,89.64,10.36
Sorocaba,2018,12,2708,2226,482,82.2,17.8
Sorocaba,2019,1,3032,2621,411,86.44,13.56
Sorocaba,2019,2,2754,2308,446,83.81,16.19
Sorocaba,2019,3,2488,1992,496,80.06,19.94
Sorocaba,2019,4,2553,2205,348,86.37,13.63
Sorocaba,2019,5,2471,2120,351,85.8,14.2
Sorocaba,2019,6,2071,1847,224,89.18,10.82
Sorocaba,2019,7,2362,1977,385,83.7,16.3
Sorocaba,2019,8,2054,1783,271,86.81,13.19
Sorocaba,2019,9,2426,2236,190,92.17,7.83
Sorocaba,2019,10,2431,2150,281,88.44,11.56
Sorocaba,2019,11,0,0,0,0.0,0.0
Sorocaba,2019,12,0,0,0,0.0,0.0
Vitoria,2015,1,17,17,0,100.0,0.0
Vitoria,2015,2,3,3,0,100.0,0.0
Vitoria,2015,3,1,1,0,100.0,0.0
Vitoria,2015,4,118,118,0,100.0,0.0
Vitoria,2015,5,1943,1943,0,100.0,0.0
Vitoria,2015,6,2730,2730,0,100.0,0.0
Vitoria,2015,7,3316,3316,0,100.0,0.0
Vitoria,2015,8,2578,2578,0,100.0,0.0
Vitoria,2015,9,2865,2865,0,100.0,0.0
Vitoria,2015,10,2985,2985,0,100.0,0.0
Vitoria,2015,11,3455,3455,0,100.0,0.0
Vitoria,2015,12,2927,2913,14,99.52,0.48
Vitoria,2016,1,3913,3654,259,93.38,6.62
Vitoria,2016,2,3323,3306,17,99.49,0.51
Vitoria,2016,3,4604,3958,646,85.97,14.03
Vitoria,2016,4,4815,3148,1667,65.38,34.62
Vitoria,2016,5,4139,3423,716,82.7,17.3
Vitoria,2016,6,3797,3250,547,85.59,14.41
Vitoria,2016,7,4515,3714,801,82.26,17.74
Vitoria,2016,8,5384,4798,586,89.12,10.88
Vitoria,2016,9,5234,4506,728,86.09,13.91
Vitoria,2016,10,5835,4247,1588,72.78,27.22
Vitoria,2016,11,3437,2720,717,79.14,20.86
Vitoria,2016,12,3685,3077,608,83.5,16.5
Vitoria,2017,1,6563,3787,2776,57.7,42.3
Vitoria,2017,2,3229,2598,631,80.46,19.54
Vitoria,2017,3,7020,4973,2047,70.84,29.16
Vitoria,2017,4,4682,3607,1075,77.04,22.96
Vitoria,2017,5,5410,4559,851,84.27,15.73
Vitoria,2017,6,6465,5406,1059,83.62,16.38
Vitoria,2017,7,6369,4978,1391,78.16,21.84
Vitoria,2017,8,8145,6116,2029,75.09,24.91
Vitoria,2017,9,5780,4684,1096,81.04,18.96
Vitoria,2017,10,5710,4844,866,84.83,15.17
Vitoria,2017,11,4920,4174,746,84.84,15.16
Vitoria,2017,12,4202,3716,486,88.43,11.57
Vitoria,2018,1,5062,4288,774,84.71,15.29
Vitoria,2018,2,5117,3251,1866,63.53,36.47
Vitoria,2018,3,4456,3650,806,81.91,18.09
Vitoria,2018,4,3854,3167,687,82.17,17.83
Vitoria,2018,5,3997,3294,703,82.41,17.59
Vitoria,2018,6,3060,2649,411,86.57,13.43
Vitoria,2018,7,3526,3008,518,85.31,14.69
Vitoria,2018,8,3320,3078,242,92.71,7.29
Vitoria,2018,9,3089,2774,315,89.8,10.2
Vitoria,2018,10,3670,3221,449,87.77,12.23
Vitoria,2018,11,3798,3378,420,88.94,11.06
Vitoria,2018,12,3232,2753,479,85.18,14.82
Vitoria,2019,1,3213,2820,393,87.77,12.23
Vitoria,2019,2,3207,2894,313,90.24,9.76
Vitoria,2019,3,2836,2414,422,85.12,14.88
Vitoria,2019,4,2722,2394,328,87.95,12.05
Vitoria,2019,5,2700,2369,331,87.74,12.26
Vitoria,2019,6,2402,2063,339,85.89,14.11
Vitoria,2019,7,2991,2436,555,81.44,18.56
Vitoria,2019,8,2588,2254,334,87.09,12.91
Vitoria,2019,9,2448,2181,267,89.09,10.91
Vitoria,2019,10,2784,2488,296,89.37,10.63
Vitoria,2019,11,0,0,0,0.0,0.0
Vitoria,2019,12,0,0,0,0.0,0.0
